start,open,high,low,close,volume
2026-08-23 10:38:00+00:00,814.3,816.17,814.3,816.17,79.31
2026-08-23 10:39:00+00:00,816.17,816.17,814.41,815.06,149.74
2026-08-23 10:40:00+00:00,815.06,815.93,814.98,815.77,45.56
2026-08-23 10:41:00+00:00,815.77,816.15,815.58,815.94,90.93
2026-08-23 10:42:00+00:00,815.94,816.24,815.47,815.81,154.88
2026-08-23 10:43:00+00:00,815.81,816.27,815.14,816.18,98.5
2026-08-23 10:44:00+00:00,816.18,817.27,815.87,815.87,66.51
2026-08-23 10:45:00+00:00,815.87,816.19,815.08,816.06,67.07
2026-08-23 10:46:00+00:00,816.06,817.5,816.06,817.36,98.54
2026-08-23 10:47:00+00:00,817.36,817.39,815.67,816.36,200.38
2026-08-23 10:48:00+00:00,816.36,816.92,814.88,816.7,345.34
2026-08-23 10:49:00+00:00,816.7,816.7,813.4,814.26,606.22
2026-08-23 10:50:00+00:00,814.26,814.27,813.47,813.86,44.07
2026-08-23 10:51:00+00:00,813.86,814.03,813.01,813.57,74.07
2026-08-23 10:52:00+00:00,813.57,814.55,813.22,813.92,254.09
2026-08-23 10:53:00+00:00,813.92,814.26,813.39,814.02,225.33
2026-08-23 10:54:00+00:00,814.02,815.0,814.02,814.76,138.26
2026-08-23 10:55:00+00:00,814.76,814.76,812.16,813.15,104.48
2026-08-23 10:56:00+00:00,813.15,813.16,812.19,812.96,132.93
2026-08-23 10:57:00+00:00,812.96,812.97,811.38,811.98,107.08
2026-08-23 10:58:00+00:00,811.98,812.23,811.24,811.64,54.55
2026-08-23 10:59:00+00:00,811.64,812.27,811.23,811.71,132.73
2026-08-23 11:00:00+00:00,811.71,812.36,811.39,811.98,75.39
2026-08-23 11:01:00+00:00,811.98,813.49,811.98,812.85,187.13
2026-08-23 11:02:00+00:00,812.85,812.89,811.91,812.27,276.06
2026-08-23 11:03:00+00:00,812.27,812.48,811.06,811.41,265.71
2026-08-23 11:04:00+00:00,811.41,813.17,811.41,812.69,235.77
2026-08-23 11:05:00+00:00,812.69,813.4,812.54,812.8,260.73
2026-08-23 11:06:00+00:00,812.8,814.29,812.8,813.47,176.25
2026-08-23 11:07:00+00:00,813.47,816.06,813.47,815.0,384.76
2026-08-23 11:08:00+00:00,815.0,815.69,814.41,814.41,65.55
2026-08-23 11:09:00+00:00,814.41,814.91,813.59,814.35,51.59
2026-08-23 11:10:00+00:00,814.35,814.66,813.81,814.66,91.97
2026-08-23 11:11:00+00:00,814.66,816.04,814.56,814.87,74.33
2026-08-23 11:12:00+00:00,814.87,815.56,814.76,815.3,39.4
2026-08-23 11:13:00+00:00,815.3,816.22,815.29,815.99,25.69
2026-08-23 11:14:00+00:00,815.99,817.09,815.85,816.84,157.9
2026-08-23 11:15:00+00:00,816.84,819.57,816.84,817.22,304.45
2026-08-23 11:16:00+00:00,817.22,820.0,816.0,819.71,819.86
2026-08-23 11:17:00+00:00,819.71,819.71,818.14,818.64,90.08
2026-08-23 11:18:00+00:00,818.64,821.58,817.48,819.24,855.76
2026-08-23 11:19:00+00:00,819.24,819.89,818.82,819.39,70.19
2026-08-23 11:20:00+00:00,819.39,821.05,819.27,820.0,126.98
2026-08-23 11:21:00+00:00,820.0,821.13,819.65,820.17,324.34
2026-08-23 11:22:00+00:00,820.17,820.31,817.38,819.09,1472.49
2026-08-23 11:23:00+00:00,819.09,821.43,818.96,820.47,158.32
2026-08-23 11:24:00+00:00,820.47,821.99,820.17,821.46,272.68
2026-08-23 11:25:00+00:00,821.46,825.3,821.28,822.01,1704.62
2026-08-23 11:26:00+00:00,822.01,822.53,820.48,821.9,380.21
2026-08-23 11:27:00+00:00,821.9,822.6,817.47,819.82,3114.21
2026-08-23 11:28:00+00:00,819.82,820.45,818.82,819.62,199.93
2026-08-23 11:29:00+00:00,819.62,821.28,819.58,819.83,627.49
2026-08-23 11:30:00+00:00,819.83,820.53,819.0,820.05,223.1
2026-08-23 11:31:00+00:00,820.05,824.54,820.05,822.94,491.64
2026-08-23 11:32:00+00:00,822.94,824.63,822.62,824.53,157.81
2026-08-23 11:33:00+00:00,824.53,824.54,822.68,823.81,161.26
2026-08-23 11:34:00+00:00,823.81,824.43,820.21,824.32,929.23
2026-08-23 11:35:00+00:00,824.32,826.06,824.29,825.49,2344.21
2026-08-23 11:36:00+00:00,825.49,829.31,825.3,826.73,821.99
2026-08-23 11:37:00+00:00,826.73,826.93,823.8,824.1,329.93
2026-08-23 11:38:00+00:00,824.1,825.16,823.5,824.54,134.53
2026-08-23 11:39:00+00:00,824.54,826.01,824.32,825.46,177.38
2026-08-23 11:40:00+00:00,825.46,825.49,823.2,823.23,172.14
2026-08-23 11:41:00+00:00,823.23,823.61,822.16,822.6,240.34
2026-08-23 11:42:00+00:00,822.6,823.99,821.63,823.62,268.63
2026-08-23 11:43:00+00:00,823.62,824.95,823.44,824.87,104.3
2026-08-23 11:44:00+00:00,824.87,824.92,823.94,824.02,170.26
2026-08-23 11:45:00+00:00,824.02,824.86,823.04,823.16,81.42
2026-08-23 11:46:00+00:00,823.16,823.32,821.58,822.09,275.95
2026-08-23 11:47:00+00:00,822.09,822.73,822.06,822.06,65.48
2026-08-23 11:48:00+00:00,822.06,824.01,822.06,823.68,134.81
2026-08-23 11:49:00+00:00,823.68,823.69,822.17,822.73,135.64
2026-08-23 11:50:00+00:00,822.73,823.09,821.74,822.11,82.77
2026-08-23 11:51:00+00:00,822.11,822.77,820.31,821.99,717.29
2026-08-23 11:52:00+00:00,821.99,824.83,821.99,824.83,237.48
2026-08-23 11:53:00+00:00,824.83,824.9,822.08,823.07,1020.3
2026-08-23 11:54:00+00:00,823.07,823.95,822.67,823.22,151.08
2026-08-23 11:55:00+00:00,823.22,823.28,822.57,822.97,45.48
2026-08-23 11:56:00+00:00,822.97,823.82,822.97,823.06,45.82
2026-08-23 11:57:00+00:00,823.06,823.89,822.79,823.06,62.39
2026-08-23 11:58:00+00:00,823.06,824.49,823.06,823.84,81.59
2026-08-23 11:59:00+00:00,823.84,825.89,823.74,824.61,428.43
2026-08-23 12:00:00+00:00,824.61,827.88,823.91,826.62,453.06
2026-08-23 12:01:00+00:00,826.62,826.65,824.06,825.03,241.2
2026-08-23 12:02:00+00:00,825.03,825.83,825.03,825.46,116.15
2026-08-23 12:03:00+00:00,825.46,825.46,821.29,822.6,723.68
2026-08-23 12:04:00+00:00,822.6,822.93,820.63,821.34,211.94
2026-08-23 12:05:00+00:00,821.34,822.19,820.9,821.47,102.41
2026-08-23 12:06:00+00:00,821.47,824.25,820.16,821.36,2176.18
2026-08-23 12:07:00+00:00,821.36,821.53,819.65,820.53,136.76
2026-08-23 12:08:00+00:00,820.53,821.0,819.89,820.28,80.72
2026-08-23 12:09:00+00:00,820.28,820.61,818.71,819.02,270.17
2026-08-23 12:10:00+00:00,819.02,819.71,818.51,819.09,209.92
2026-08-23 12:11:00+00:00,819.09,819.09,815.04,816.11,1066.05
2026-08-23 12:12:00+00:00,816.11,817.27,815.7,816.03,89.19
2026-08-23 12:13:00+00:00,816.03,817.6,815.77,817.12,214.2
2026-08-23 12:14:00+00:00,817.12,817.83,816.96,817.07,57.47
