start,open,high,low,close,volume
2026-08-23 10:38:00+00:00,1.4897,1.4901,1.4888,1.4897,135725.1
2026-08-23 10:39:00+00:00,1.4897,1.4897,1.4864,1.4873,748718.9
2026-08-23 10:40:00+00:00,1.4873,1.4886,1.485,1.4886,728257.5
2026-08-23 10:41:00+00:00,1.4886,1.4896,1.4877,1.4887,119004.0
2026-08-23 10:42:00+00:00,1.4887,1.4887,1.4871,1.4876,124251.6
2026-08-23 10:43:00+00:00,1.4876,1.4876,1.4841,1.4858,309039.0
2026-08-23 10:44:00+00:00,1.4858,1.487,1.4853,1.4854,98702.6
2026-08-23 10:45:00+00:00,1.4854,1.4856,1.4801,1.4812,1314767.5
2026-08-23 10:46:00+00:00,1.4812,1.482,1.4807,1.4816,483610.6
2026-08-23 10:47:00+00:00,1.4816,1.4845,1.4805,1.4844,261079.4
2026-08-23 10:48:00+00:00,1.4844,1.4846,1.4835,1.4835,52785.8
2026-08-23 10:49:00+00:00,1.4835,1.484,1.4815,1.482,405894.8
2026-08-23 10:50:00+00:00,1.482,1.4824,1.4776,1.4804,2417542.4
2026-08-23 10:51:00+00:00,1.4804,1.481,1.4778,1.4781,447511.6
2026-08-23 10:52:00+00:00,1.4781,1.4804,1.4781,1.4784,374867.2
2026-08-23 10:53:00+00:00,1.4784,1.4797,1.4779,1.4781,103068.8
2026-08-23 10:54:00+00:00,1.4781,1.4802,1.4779,1.4795,211235.9
2026-08-23 10:55:00+00:00,1.4795,1.4798,1.478,1.4781,118665.6
2026-08-23 10:56:00+00:00,1.4781,1.4784,1.4779,1.4781,213043.3
2026-08-23 10:57:00+00:00,1.4781,1.4781,1.4757,1.4761,2888086.0
2026-08-23 10:58:00+00:00,1.4761,1.4765,1.4754,1.4756,160201.8
2026-08-23 10:59:00+00:00,1.4756,1.4762,1.4755,1.4757,113502.4
2026-08-23 11:00:00+00:00,1.4757,1.4792,1.4756,1.4779,601173.6
2026-08-23 11:01:00+00:00,1.4779,1.4833,1.4779,1.481,870541.1
2026-08-23 11:02:00+00:00,1.481,1.4811,1.4798,1.4799,332837.1
2026-08-23 11:03:00+00:00,1.4799,1.48,1.4781,1.4784,95720.9
2026-08-23 11:04:00+00:00,1.4784,1.4797,1.4769,1.4796,213203.4
2026-08-23 11:05:00+00:00,1.4796,1.4812,1.479,1.4812,340273.6
2026-08-23 11:06:00+00:00,1.4812,1.4843,1.4812,1.4816,314044.8
2026-08-23 11:07:00+00:00,1.4816,1.4835,1.4815,1.4824,308622.9
2026-08-23 11:08:00+00:00,1.4824,1.484,1.4821,1.4824,368778.2
2026-08-23 11:09:00+00:00,1.4824,1.4826,1.4797,1.4806,55011.8
2026-08-23 11:10:00+00:00,1.4806,1.4808,1.4793,1.48,163850.7
2026-08-23 11:11:00+00:00,1.48,1.4812,1.4791,1.4812,297438.2
2026-08-23 11:12:00+00:00,1.4812,1.4815,1.4806,1.4808,94367.2
2026-08-23 11:13:00+00:00,1.4808,1.481,1.48,1.4809,49093.7
2026-08-23 11:14:00+00:00,1.4809,1.4814,1.4795,1.4798,67784.9
2026-08-23 11:15:00+00:00,1.4798,1.4808,1.4798,1.4804,52970.6
2026-08-23 11:16:00+00:00,1.4804,1.4809,1.479,1.4809,99022.8
2026-08-23 11:17:00+00:00,1.4809,1.4809,1.4798,1.4804,4007.5
2026-08-23 11:18:00+00:00,1.4804,1.4814,1.4794,1.4814,106834.1
2026-08-23 11:19:00+00:00,1.4814,1.4841,1.4808,1.4837,225674.7
2026-08-23 11:20:00+00:00,1.4837,1.4924,1.4833,1.4913,1716749.1
2026-08-23 11:21:00+00:00,1.4913,1.4964,1.4913,1.4947,908369.6
2026-08-23 11:22:00+00:00,1.4947,1.4953,1.493,1.4951,412669.7
2026-08-23 11:23:00+00:00,1.4951,1.498,1.4943,1.4952,639930.1
2026-08-23 11:24:00+00:00,1.4952,1.5013,1.4952,1.5006,1478961.9
