start,open,high,low,close,volume
2026-08-15 06:00:00+00:00,75.31,75.46,75.23,75.38,47016.9
2026-08-15 07:00:00+00:00,75.38,75.39,75.16,75.2,68519.4
2026-08-15 08:00:00+00:00,75.2,75.28,75.02,75.04,89960.6
2026-08-15 09:00:00+00:00,75.04,75.21,74.99,75.21,70479.2
2026-08-15 10:00:00+00:00,75.21,75.32,75.16,75.26,72724.8
2026-08-15 11:00:00+00:00,75.26,75.27,75.17,75.21,34206.7
2026-08-15 12:00:00+00:00,75.21,75.41,75.16,75.38,89064.5
2026-08-15 13:00:00+00:00,75.38,75.56,75.36,75.54,150958.1
2026-08-15 14:00:00+00:00,75.54,75.55,75.42,75.42,63952.7
2026-08-15 15:00:00+00:00,75.42,75.5,75.33,75.49,50770.4
2026-08-15 16:00:00+00:00,75.49,75.5,75.36,75.45,48335.0
2026-08-15 17:00:00+00:00,75.45,75.65,75.44,75.62,71269.6
2026-08-15 18:00:00+00:00,75.62,75.65,75.5,75.53,80724.0
2026-08-15 19:00:00+00:00,75.53,75.55,75.5,75.53,32403.6
2026-08-15 20:00:00+00:00,75.53,75.55,75.38,75.51,136536.2
2026-08-15 21:00:00+00:00,75.51,75.72,75.49,75.59,86537.2
2026-08-15 22:00:00+00:00,75.59,75.66,75.51,75.54,62383.0
2026-08-15 23:00:00+00:00,75.54,75.54,75.26,75.31,127753.4
2026-08-16 00:00:00+00:00,75.31,75.46,75.21,75.42,96446.7
2026-08-16 01:00:00+00:00,75.42,75.44,75.26,75.39,96710.6
2026-08-16 02:00:00+00:00,75.39,75.63,75.23,75.54,105485.5
2026-08-16 03:00:00+00:00,75.54,75.62,75.53,75.54,25054.3
2026-08-16 04:00:00+00:00,75.54,75.58,75.39,75.41,32691.2
2026-08-16 05:00:00+00:00,75.41,75.48,75.3,75.32,97793.4
2026-08-16 06:00:00+00:00,75.32,75.48,75.23,75.34,76039.8
2026-08-16 07:00:00+00:00,75.34,75.46,75.31,75.44,33160.6
2026-08-16 08:00:00+00:00,75.44,75.46,75.37,75.42,24901.4
2026-08-16 09:00:00+00:00,75.42,75.45,75.22,75.28,82523.0
2026-08-16 10:00:00+00:00,75.28,75.29,75.12,75.23,73736.7
2026-08-16 11:00:00+00:00,75.23,75.29,75.18,75.24,79599.4
2026-08-16 12:00:00+00:00,75.24,75.26,75.15,75.18,50006.8
2026-08-16 13:00:00+00:00,75.18,75.37,75.17,75.27,45510.3
2026-08-16 14:00:00+00:00,75.27,75.39,75.2,75.36,90002.8
2026-08-16 15:00:00+00:00,75.36,75.61,75.36,75.54,104442.0
2026-08-16 16:00:00+00:00,75.54,75.68,75.47,75.54,129148.6
2026-08-16 17:00:00+00:00,75.54,75.58,75.25,75.25,106025.6
2026-08-16 18:00:00+00:00,75.25,75.28,74.99,75.15,189216.9
2026-08-16 19:00:00+00:00,75.15,75.34,75.15,75.2,74754.6
2026-08-16 20:00:00+00:00,75.2,75.29,74.92,74.99,125338.2
2026-08-16 21:00:00+00:00,74.99,75.05,73.97,74.28,674386.3
2026-08-16 22:00:00+00:00,74.28,74.49,74.11,74.48,204377.5
2026-08-16 23:00:00+00:00,74.48,74.62,74.41,74.58,81265.1
2026-08-17 00:00:00+00:00,74.58,74.7,74.39,74.59,86775.9
2026-08-17 01:00:00+00:00,74.59,75.33,74.54,75.04,272528.1
2026-08-17 02:00:00+00:00,75.04,75.56,75.01,75.44,212954.7
2026-08-17 03:00:00+00:00,75.44,75.55,75.4,75.47,170098.8
2026-08-17 04:00:00+00:00,75.47,75.59,75.47,75.52,79097.2
2026-08-17 05:00:00+00:00,75.52,75.58,75.36,75.37,154336.3
2026-08-17 06:00:00+00:00,75.37,75.98,75.32,75.81,268116.2
2026-08-17 07:00:00+00:00,75.81,75.92,75.7,75.75,117151.3
2026-08-17 08:00:00+00:00,75.75,75.78,75.14,75.22,230417.4
2026-08-17 09:00:00+00:00,75.22,75.4,75.19,75.32,84895.8
2026-08-17 10:00:00+00:00,75.32,75.78,75.27,75.73,157437.3
2026-08-17 11:00:00+00:00,75.73,75.91,75.62,75.66,186025.0
2026-08-17 12:00:00+00:00,75.66,75.68,75.29,75.41,194468.4
2026-08-17 13:00:00+00:00,75.41,75.75,75.24,75.59,351371.3
2026-08-17 14:00:00+00:00,75.59,76.0,75.45,75.94,190421.6
2026-08-17 15:00:00+00:00,75.94,76.2,75.77,76.06,307828.6
2026-08-17 16:00:00+00:00,76.06,76.1,75.89,75.96,108615.1
2026-08-17 17:00:00+00:00,75.96,76.08,75.65,75.88,135147.3
2026-08-17 18:00:00+00:00,75.88,76.14,75.81,75.86,125300.3
2026-08-17 19:00:00+00:00,75.86,75.92,75.72,75.78,76225.5
2026-08-17 20:00:00+00:00,75.78,76.08,75.59,75.97,185445.4
2026-08-17 21:00:00+00:00,75.97,76.03,75.84,75.91,78139.9
2026-08-17 22:00:00+00:00,75.91,75.99,75.67,75.71,51546.7
2026-08-17 23:00:00+00:00,75.71,76.1,75.67,76.0,117105.6
2026-08-18 00:00:00+00:00,76.0,76.06,75.83,76.0,69860.4
2026-08-18 01:00:00+00:00,76.0,76.02,75.53,75.57,123619.6
2026-08-18 02:00:00+00:00,75.57,75.63,75.16,75.25,240029.9
2026-08-18 03:00:00+00:00,75.25,75.51,75.22,75.47,140500.1
2026-08-18 04:00:00+00:00,75.47,75.8,75.37,75.79,100848.6
2026-08-18 05:00:00+00:00,75.79,75.93,75.53,75.68,204228.7
2026-08-18 06:00:00+00:00,75.68,76.02,75.6,75.98,117882.4
2026-08-18 07:00:00+00:00,75.98,76.24,75.91,76.06,206903.0
2026-08-18 08:00:00+00:00,76.06,76.16,75.81,76.13,145272.1
2026-08-18 09:00:00+00:00,76.13,76.13,75.85,75.92,72292.0
2026-08-18 10:00:00+00:00,75.92,75.96,75.76,75.81,70294.9
2026-08-18 11:00:00+00:00,75.81,76.43,75.79,76.28,323385.4
2026-08-18 12:00:00+00:00,76.28,76.49,76.2,76.21,172772.4
2026-08-18 13:00:00+00:00,76.21,76.26,76.0,76.17,242422.7
2026-08-18 14:00:00+00:00,76.17,77.3,76.08,76.76,727986.7
2026-08-18 15:00:00+00:00,76.76,77.24,76.75,77.17,289047.0
2026-08-18 16:00:00+00:00,77.17,77.31,76.8,77.04,222880.6
2026-08-18 17:00:00+00:00,77.04,77.06,76.85,76.85,91683.9
2026-08-18 18:00:00+00:00,76.85,77.28,76.83,77.24,136351.6
2026-08-18 19:00:00+00:00,77.24,77.4,77.04,77.15,133411.8
2026-08-18 20:00:00+00:00,77.15,77.19,76.69,76.84,211916.2
2026-08-18 21:00:00+00:00,76.84,77.09,76.84,76.97,126528.2
2026-08-18 22:00:00+00:00,76.97,77.18,76.84,76.92,136781.3
2026-08-18 23:00:00+00:00,76.92,77.22,76.91,77.02,145258.7
2026-08-19 00:00:00+00:00,77.02,77.07,76.78,76.87,112734.8
2026-08-19 01:00:00+00:00,76.87,77.03,76.65,76.76,242797.8
2026-08-19 02:00:00+00:00,76.76,76.88,76.66,76.77,111040.7
2026-08-19 03:00:00+00:00,76.77,77.09,76.66,76.96,182162.4
2026-08-19 04:00:00+00:00,76.96,77.12,76.75,76.82,133246.0
2026-08-19 05:00:00+00:00,76.82,77.03,76.73,76.75,93760.4
2026-08-19 06:00:00+00:00,76.75,77.15,76.59,77.04,208953.0
2026-08-19 07:00:00+00:00,77.04,77.07,76.9,76.9,109833.9
2026-08-19 08:00:00+00:00,76.9,77.6,76.87,77.35,493112.2
2026-08-19 09:00:00+00:00,77.35,77.45,77.17,77.28,114357.5
2026-08-19 10:00:00+00:00,77.28,77.35,77.18,77.35,84168.5
2026-08-19 11:00:00+00:00,77.35,77.6,77.33,77.49,173294.4
2026-08-19 12:00:00+00:00,77.49,78.73,77.38,78.37,975669.9
2026-08-19 13:00:00+00:00,78.37,78.67,78.14,78.37,479679.5
2026-08-19 14:00:00+00:00,78.37,80.96,78.32,80.83,1480057.4
2026-08-19 15:00:00+00:00,80.83,83.31,80.61,81.8,3467564.1
2026-08-19 16:00:00+00:00,81.8,82.37,81.54,81.57,594077.3
2026-08-19 17:00:00+00:00,81.57,81.72,81.0,81.63,530351.5
2026-08-19 18:00:00+00:00,81.63,82.28,81.25,82.25,329688.4
