start,open,high,low,close,volume
2026-08-22 21:20:00+00:00,0.07753,0.07765,0.07751,0.07753,299747
2026-08-22 21:25:00+00:00,0.07753,0.07753,0.07741,0.07745,426730
2026-08-22 21:30:00+00:00,0.07745,0.07745,0.07681,0.07717,2733725
2026-08-22 21:35:00+00:00,0.07717,0.07717,0.07677,0.07686,454352
2026-08-22 21:40:00+00:00,0.07686,0.07686,0.07662,0.07685,348313
2026-08-22 21:45:00+00:00,0.07685,0.07688,0.0766,0.07666,330064
2026-08-22 21:50:00+00:00,0.07666,0.0768,0.07644,0.07679,572481
2026-08-22 21:55:00+00:00,0.07679,0.07686,0.07672,0.07681,422372
2026-08-22 22:00:00+00:00,0.07681,0.07715,0.07657,0.07706,2722180
2026-08-22 22:05:00+00:00,0.07706,0.07731,0.07701,0.07723,789107
2026-08-22 22:10:00+00:00,0.07723,0.07738,0.07712,0.07737,228764
2026-08-22 22:15:00+00:00,0.07737,0.07751,0.07725,0.07728,380251
2026-08-22 22:20:00+00:00,0.07728,0.07757,0.07728,0.07756,195789
2026-08-22 22:25:00+00:00,0.07756,0.07786,0.07754,0.07772,234119
2026-08-22 22:30:00+00:00,0.07772,0.07777,0.07736,0.07756,284706
2026-08-22 22:35:00+00:00,0.07756,0.07774,0.07756,0.0776,241708
2026-08-22 22:40:00+00:00,0.0776,0.07768,0.07739,0.07758,692391
2026-08-22 22:45:00+00:00,0.07758,0.07771,0.07757,0.0777,170493
2026-08-22 22:50:00+00:00,0.0777,0.07787,0.07764,0.07784,367935
2026-08-22 22:55:00+00:00,0.07784,0.07789,0.07777,0.07787,275897
2026-08-22 23:00:00+00:00,0.07787,0.0779,0.0775,0.07759,761238
2026-08-22 23:05:00+00:00,0.07759,0.07777,0.07756,0.07772,479632
2026-08-22 23:10:00+00:00,0.07772,0.07772,0.07734,0.0775,423853
2026-08-22 23:15:00+00:00,0.0775,0.07755,0.07746,0.07752,209915
2026-08-22 23:20:00+00:00,0.07752,0.07761,0.07741,0.07741,220902
2026-08-22 23:25:00+00:00,0.07741,0.07753,0.07733,0.07735,88947
2026-08-22 23:30:00+00:00,0.07735,0.07735,0.07717,0.07724,272672
2026-08-22 23:35:00+00:00,0.07724,0.07734,0.07708,0.07731,201714
2026-08-22 23:40:00+00:00,0.07731,0.07746,0.07728,0.07739,258304
2026-08-22 23:45:00+00:00,0.07739,0.07748,0.07736,0.07746,51406
2026-08-22 23:50:00+00:00,0.07746,0.07759,0.07744,0.07754,175394
2026-08-22 23:55:00+00:00,0.07754,0.07754,0.07736,0.07737,270165
2026-08-23 00:00:00+00:00,0.07737,0.07753,0.07724,0.07741,258265
2026-08-23 00:05:00+00:00,0.07741,0.07745,0.07726,0.07739,313778
2026-08-23 00:10:00+00:00,0.07739,0.07744,0.07727,0.07742,248213
2026-08-23 00:15:00+00:00,0.07742,0.07756,0.07733,0.07746,550734
2026-08-23 00:20:00+00:00,0.07746,0.07753,0.07739,0.07752,271110
2026-08-23 00:25:00+00:00,0.07752,0.0777,0.07751,0.07769,244997
2026-08-23 00:30:00+00:00,0.07769,0.07798,0.07769,0.07778,972349
2026-08-23 00:35:00+00:00,0.07778,0.07802,0.07772,0.07789,1537063
2026-08-23 00:40:00+00:00,0.07789,0.07793,0.0778,0.07782,78230
2026-08-23 00:45:00+00:00,0.07782,0.078,0.07772,0.078,434876
2026-08-23 00:50:00+00:00,0.078,0.07829,0.078,0.07804,601939
2026-08-23 00:55:00+00:00,0.07804,0.07826,0.07795,0.07812,430100
2026-08-23 01:00:00+00:00,0.07812,0.07813,0.07778,0.07778,500201
2026-08-23 01:05:00+00:00,0.07778,0.07802,0.07764,0.07797,402888
2026-08-23 01:10:00+00:00,0.07797,0.07805,0.07788,0.07804,293304
2026-08-23 01:15:00+00:00,0.07804,0.07804,0.07767,0.07778,139810
