start,open,high,low,close,volume
2026-08-14 11:00:00+00:00,62785.1,62904.1,62773.2,62834.7,1062.162
2026-08-14 12:00:00+00:00,62834.7,62882.0,62688.0,62704.0,1750.72
2026-08-14 13:00:00+00:00,62704.0,62792.7,62560.4,62638.7,4309.997
2026-08-14 14:00:00+00:00,62638.7,62772.0,62505.1,62583.1,3167.919
2026-08-14 15:00:00+00:00,62583.1,63058.2,62579.2,62952.3,3555.222
2026-08-14 16:00:00+00:00,62952.3,63191.3,62934.9,63108.2,2394.378
2026-08-14 17:00:00+00:00,63108.2,63218.0,62962.4,62985.8,2642.503
2026-08-14 18:00:00+00:00,62985.8,63054.3,62857.2,62901.8,1319.858
2026-08-14 19:00:00+00:00,62901.8,62970.5,62796.3,62935.4,1351.248
2026-08-14 20:00:00+00:00,62935.4,62998.3,62866.7,62877.9,798.927
2026-08-14 21:00:00+00:00,62877.9,62914.0,62847.0,62904.0,533.758
2026-08-14 22:00:00+00:00,62904.0,62937.4,62761.8,62854.0,773.895
2026-08-14 23:00:00+00:00,62854.0,63040.0,62834.8,63018.5,578.75
2026-08-15 00:00:00+00:00,63018.5,63039.3,62966.2,62993.3,502.881
2026-08-15 01:00:00+00:00,62993.3,63016.8,62961.1,63013.7,420.669
2026-08-15 02:00:00+00:00,63013.7,63110.0,63010.0,63109.9,505.861
2026-08-15 03:00:00+00:00,63109.9,63159.9,63010.1,63026.1,603.109
2026-08-15 04:00:00+00:00,63026.1,63122.0,63026.1,63088.8,303.38
2026-08-15 05:00:00+00:00,63088.8,63129.4,63003.6,63053.5,444.211
2026-08-15 06:00:00+00:00,63053.5,63106.7,63000.8,63081.4,340.709
2026-08-15 07:00:00+00:00,63081.4,63102.1,63008.0,63047.1,657.588
2026-08-15 08:00:00+00:00,63047.1,63056.0,62892.0,62906.3,887.569
2026-08-15 09:00:00+00:00,62906.3,63017.0,62883.3,63004.1,576.906
2026-08-15 10:00:00+00:00,63004.1,63020.0,62967.1,63008.7,244.998
2026-08-15 11:00:00+00:00,63008.7,63031.7,62960.3,62989.9,300.521
2026-08-15 12:00:00+00:00,62989.9,63037.9,62914.5,63028.8,677.565
2026-08-15 13:00:00+00:00,63028.8,63058.6,62990.3,63026.1,453.612
2026-08-15 14:00:00+00:00,63026.1,63026.1,62966.3,63008.8,257.165
2026-08-15 15:00:00+00:00,63008.8,63099.7,63000.0,63065.7,388.727
2026-08-15 16:00:00+00:00,63065.7,63093.2,63033.2,63064.1,299.027
2026-08-15 17:00:00+00:00,63064.1,63076.0,63030.4,63044.4,190.491
2026-08-15 18:00:00+00:00,63044.4,63089.6,63000.1,63027.8,385.721
2026-08-15 19:00:00+00:00,63027.8,63095.2,63027.7,63095.2,245.098
2026-08-15 20:00:00+00:00,63095.2,63095.2,63041.6,63078.8,219.906
2026-08-15 21:00:00+00:00,63078.8,63139.0,63071.1,63124.6,424.478
2026-08-15 22:00:00+00:00,63124.6,63146.0,63093.6,63099.9,273.598
2026-08-15 23:00:00+00:00,63099.9,63124.5,63055.0,63059.2,348.268
2026-08-16 00:00:00+00:00,63059.2,63062.0,63032.7,63051.2,302.342
2026-08-16 01:00:00+00:00,63051.2,63053.9,62970.1,63052.2,703.293
2026-08-16 02:00:00+00:00,63052.2,63126.3,62990.0,63094.0,757.179
2026-08-16 03:00:00+00:00,63094.0,63098.7,63083.7,63098.1,125.48
2026-08-16 04:00:00+00:00,63098.1,63130.4,63052.4,63052.5,197.155
2026-08-16 05:00:00+00:00,63052.5,63068.3,63003.8,63028.1,366.274
2026-08-16 06:00:00+00:00,63028.1,63051.2,63015.2,63030.9,259.907
2026-08-16 07:00:00+00:00,63030.9,63035.0,63018.5,63027.4,207.68
2026-08-16 08:00:00+00:00,63027.4,63040.1,63027.4,63033.3,127.849
2026-08-16 09:00:00+00:00,63033.3,63033.4,62930.2,62960.1,640.797
2026-08-16 10:00:00+00:00,62960.1,62988.8,62930.9,62980.8,334.079
2026-08-16 11:00:00+00:00,62980.8,62987.0,62949.1,62987.0,212.713
2026-08-16 12:00:00+00:00,62987.0,62998.0,62959.0,62986.9,178.073
2026-08-16 13:00:00+00:00,62986.9,63046.1,62986.9,63027.7,290.341
2026-08-16 14:00:00+00:00,63027.7,63078.0,63024.8,63074.7,303.299
2026-08-16 15:00:00+00:00,63074.7,63116.8,63070.8,63111.0,443.345
2026-08-16 16:00:00+00:00,63111.0,63366.0,63100.0,63224.8,2379.79
2026-08-16 17:00:00+00:00,63224.8,63247.2,63087.7,63123.8,669.842
2026-08-16 18:00:00+00:00,63123.8,63145.6,63086.0,63109.2,294.755
2026-08-16 19:00:00+00:00,63109.2,63197.1,63056.9,63075.8,863.37
2026-08-16 20:00:00+00:00,63075.8,63112.6,62981.8,63036.2,558.992
2026-08-16 21:00:00+00:00,63036.2,63050.0,62698.7,62890.0,1864.454
2026-08-16 22:00:00+00:00,62890.0,62929.0,62676.4,62887.5,1950.758
2026-08-16 23:00:00+00:00,62887.5,62970.6,62795.5,62873.2,1050.003
2026-08-17 00:00:00+00:00,62873.2,62924.9,62711.4,62880.1,1037.954
2026-08-17 01:00:00+00:00,62880.1,63215.6,62857.3,63079.0,3046.333
2026-08-17 02:00:00+00:00,63079.0,63478.4,62998.3,63376.3,3330.833
2026-08-17 03:00:00+00:00,63376.3,63500.0,63309.5,63399.9,1733.524
2026-08-17 04:00:00+00:00,63399.9,63566.9,63399.9,63517.8,3348.687
2026-08-17 05:00:00+00:00,63517.8,63565.3,63403.8,63485.2,1276.649
2026-08-17 06:00:00+00:00,63485.2,63715.8,63447.1,63633.9,3680.849
2026-08-17 07:00:00+00:00,63633.9,63647.4,63497.6,63502.0,1300.305
2026-08-17 08:00:00+00:00,63502.0,63532.4,63323.9,63352.0,2112.133
2026-08-17 09:00:00+00:00,63352.0,63405.4,63272.8,63290.9,1052.928
